On the 0th level of the search tree
- Removing the 12 feature with accuracy: 0.702
- Removing the 13 feature with accuracy: 0.701
- Removing the 14 feature with accuracy: 0.7046
- Removing the 15 feature with accuracy: 0.6978
- Removing the 16 feature with accuracy: 0.7026
- Removing the 17 feature with accuracy: 0.7074
- Removing the 18 feature with accuracy: 0.7072
- Removing the 19 feature with accuracy: 0.7092
- Removing the 21 feature with accuracy: 0.7086
- Removing the 22 feature with accuracy: 0.7076
- Removing the 23 feature with accuracy: 0.6986
- Removing the 25 feature with accuracy: 0.7012
- Removing the 26 feature with accuracy: 0.7054
- Removing the 28 feature with accuracy: 0.7058
- Removing the 30 feature with accuracy: 0.709
- Removing the 31 feature with accuracy: 0.707
- Removing the 32 feature with accuracy: 0.7022
- Removing the 33 feature with accuracy: 0.6986
- Removing the 34 feature with accuracy: 0.6976
- Removing the 35 feature with accuracy: 0.7064
- Removing the 36 feature with accuracy: 0.7072
- Removing the 37 feature with accuracy: 0.7126
- Removing the 39 feature with accuracy: 0.6998
- Removing the 40 feature with accuracy: 0.7058
- Removing the 42 feature with accuracy: 0.6986
- Removing the 44 feature with accuracy: 0.707
- Removing the 45 feature with accuracy: 0.7008
- Removing the 46 feature with accuracy: 0.7072
- Removing the 47 feature with accuracy: 0.7012
- Removing the 48 feature with accuracy: 0.7052
- Removing the 49 feature with accuracy: 0.7096

On level 12, removed feature 37 to current set. With current features: [1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36, 39, 40, 42, 44, 45, 46, 47, 48, 49] and local maximum accuracy 0.7126

On the 13th level of the search tree
- Removing the 1 feature with accuracy: 0.707
- Removing the 4 feature with accuracy: 0.6994
- Removing the 6 feature with accuracy: 0.7076
- Removing the 8 feature with accuracy: 0.7078
- Removing the 9 feature with accuracy: 0.6994
- Removing the 10 feature with accuracy: 0.6998
- Removing the 11 feature with accuracy: 0.7016
- Removing the 12 feature with accuracy: 0.706
- Removing the 13 feature with accuracy: 0.7038
- Removing the 14 feature with accuracy: 0.7046
- Removing the 15 feature with accuracy: 0.706
- Removing the 16 feature with accuracy: 0.7016
- Removing the 17 feature with accuracy: 0.7054
- Removing the 18 feature with accuracy: 0.7068
- Removing the 19 feature with accuracy: 0.706
- Removing the 21 feature with accuracy: 0.7132
- Removing the 22 feature with accuracy: 0.7104
- Removing the 23 feature with accuracy: 0.697
- Removing the 25 feature with accuracy: 0.7048
- Removing the 26 feature with accuracy: 0.7088
- Removing the 28 feature with accuracy: 0.707
- Removing the 30 feature with accuracy: 0.705
- Removing the 31 feature with accuracy: 0.7054
- Removing the 32 feature with accuracy: 0.7044
- Removing the 33 feature with accuracy: 0.7038
- Removing the 34 feature with accuracy: 0.6966
- Removing the 35 feature with accuracy: 0.7068
- Removing the 36 feature with accuracy: 0.7018
- Removing the 39 feature with accuracy: 0.7022
- Removing the 40 feature with accuracy: 0.7082
- Removing the 42 feature with accuracy: 0.7066
- Removing the 44 feature with accuracy: 0.7096
- Removing the 45 feature with accuracy: 0.6992
- Removing the 46 feature with accuracy: 0.7082
- Removing the 47 feature with accuracy: 0.705
- Removing the 48 feature with accuracy: 0.7102
- Removing the 49 feature with accuracy: 0.7098

On level 13, removed feature 21 to current set. With current features: [1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36, 39, 40, 42, 44, 45, 46, 47, 48, 49] and local maximum accuracy 0.7132

On the 14th level of the search tree
- Removing the 1 feature with accuracy: 0.7148
- Removing the 4 feature with accuracy: 0.6998
- Removing the 6 feature with accuracy: 0.71
- Removing the 8 feature with accuracy: 0.7082
- Removing the 9 feature with accuracy: 0.7026
- Removing the 10 feature with accuracy: 0.7068
- Removing the 11 feature with accuracy: 0.7038
- Removing the 12 feature with accuracy: 0.706
- Removing the 13 feature with accuracy: 0.705
- Removing the 14 feature with accuracy: 0.7054
- Removing the 15 feature with accuracy: 0.7138
- Removing the 16 feature with accuracy: 0.7026
- Removing the 17 feature with accuracy: 0.7054
- Removing the 18 feature with accuracy: 0.7088
- Removing the 19 feature with accuracy: 0.7032
- Removing the 22 feature with accuracy: 0.717
- Removing the 23 feature with accuracy: 0.6966
- Removing the 25 feature with accuracy: 0.7138
- Removing the 26 feature with accuracy: 0.7104
- Removing the 28 feature with accuracy: 0.7046
- Removing the 30 feature with accuracy: 0.7148
- Removing the 31 feature with accuracy: 0.712
- Removing the 32 feature with accuracy: 0.705
- Removing the 33 feature with accuracy: 0.7076
- Removing the 34 feature with accuracy: 0.7074
- Removing the 35 feature with accuracy: 0.7082
- Removing the 36 feature with accuracy: 0.7072
- Removing the 39 feature with accuracy: 0.7022
- Removing the 40 feature with accuracy: 0.7058
- Removing the 42 feature with accuracy: 0.7058
- Removing the 44 feature with accuracy: 0.7126
- Removing the 45 feature with accuracy: 0.7062
- Removing the 46 feature with accuracy: 0.7082
- Removing the 47 feature with accuracy: 0.7152
- Removing the 48 feature with accuracy: 0.7152
- Removing the 49 feature with accuracy: 0.714

On level 14, removed feature 22 to current set. With current features: [1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36, 39, 40, 42, 44, 45, 46, 47, 48, 49] and local maximum accuracy 0.717

On the 15th level of the search tree
- Removing the 1 feature with accuracy: 0.7136
- Removing the 4 feature with accuracy: 0.706
- Removing the 6 feature with accuracy: 0.714
- Removing the 8 feature with accuracy: 0.711
- Removing the 9 feature with accuracy: 0.698
- Removing the 10 feature with accuracy: 0.7134
- Removing the 11 feature with accuracy: 0.7138
- Removing the 12 feature with accuracy: 0.7052
- Removing the 13 feature with accuracy: 0.705
- Removing the 14 feature with accuracy: 0.7066
- Removing the 15 feature with accuracy: 0.7036
- Removing the 16 feature with accuracy: 0.695
- Removing the 17 feature with accuracy: 0.7006
- Removing the 18 feature with accuracy: 0.7062
- Removing the 19 feature with accuracy: 0.7032
- Removing the 23 feature with accuracy: 0.6966
- Removing the 25 feature with accuracy: 0.7082
- Removing the 26 feature with accuracy: 0.7172
- Removing the 28 feature with accuracy: 0.7092
- Removing the 30 feature with accuracy: 0.7172
- Removing the 31 feature with accuracy: 0.7068
- Removing the 32 feature with accuracy: 0.7006
- Removing the 33 feature with accuracy: 0.7082
- Removing the 34 feature with accuracy: 0.703
- Removing the 35 feature with accuracy: 0.7148
- Removing the 36 feature with accuracy: 0.7134
- Removing the 39 feature with accuracy: 0.7088
- Removing the 40 feature with accuracy: 0.7006
- Removing the 42 feature with accuracy: 0.704
- Removing the 44 feature with accuracy: 0.7096
- Removing the 45 feature with accuracy: 0.7046
- Removing the 46 feature with accuracy: 0.7044
- Removing the 47 feature with accuracy: 0.7108
- Removing the 48 feature with accuracy: 0.711
- Removing the 49 feature with accuracy: 0.7126

On level 15, removed feature 26 to current set. With current features: [1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 30, 31, 32, 33, 34, 35, 36, 39, 40, 42, 44, 45, 46, 47, 48, 49] and local maximum accuracy 0.7172

On the 16th level of the search tree
- Removing the 1 feature with accuracy: 0.7094
- Removing the 4 feature with accuracy: 0.7102
- Removing the 6 feature with accuracy: 0.7086
- Removing the 8 feature with accuracy: 0.7132
- Removing the 9 feature with accuracy: 0.702
- Removing the 10 feature with accuracy: 0.7082
- Removing the 11 feature with accuracy: 0.7138
- Removing the 12 feature with accuracy: 0.709
- Removing the 13 feature with accuracy: 0.7044
- Removing the 14 feature with accuracy: 0.7052
- Removing the 15 feature with accuracy: 0.7094
- Removing the 16 feature with accuracy: 0.707
- Removing the 17 feature with accuracy: 0.7068
- Removing the 18 feature with accuracy: 0.7062
- Removing the 19 feature with accuracy: 0.7104
- Removing the 23 feature with accuracy: 0.7042
- Removing the 25 feature with accuracy: 0.7072
- Removing the 28 feature with accuracy: 0.7038
- Removing the 30 feature with accuracy: 0.7152
- Removing the 31 feature with accuracy: 0.7072
- Removing the 32 feature with accuracy: 0.7006
- Removing the 33 feature with accuracy: 0.7094
- Removing the 34 feature with accuracy: 0.7046
- Removing the 35 feature with accuracy: 0.7102
- Removing the 36 feature with accuracy: 0.7116
- Removing the 39 feature with accuracy: 0.7066
- Removing the 40 feature with accuracy: 0.707
- Removing the 42 feature with accuracy: 0.7092
- Removing the 44 feature with accuracy: 0.7094
- Removing the 45 feature with accuracy: 0.7092
- Removing the 46 feature with accuracy: 0.7074
- Removing the 47 feature with accuracy: 0.7028
- Removing the 48 feature with accuracy: 0.7136
- Removing the 49 feature with accuracy: 0.7148

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 16, removed feature 30 to current set. With current features: [1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 31, 32, 33, 34, 35, 36, 39, 40, 42, 44, 45, 46, 47, 48, 49] and local maximum accuracy 0.7152

On the 17th level of the search tree
- Removing the 1 feature with accuracy: 0.7126
- Removing the 4 feature with accuracy: 0.7136
- Removing the 6 feature with accuracy: 0.7154
- Removing the 8 feature with accuracy: 0.711
- Removing the 9 feature with accuracy: 0.7056
- Removing the 10 feature with accuracy: 0.7074
- Removing the 11 feature with accuracy: 0.7102
- Removing the 12 feature with accuracy: 0.7104
- Removing the 13 feature with accuracy: 0.7078
- Removing the 14 feature with accuracy: 0.7074
- Removing the 15 feature with accuracy: 0.7098
- Removing the 16 feature with accuracy: 0.7096
- Removing the 17 feature with accuracy: 0.708
- Removing the 18 feature with accuracy: 0.709
- Removing the 19 feature with accuracy: 0.7098
- Removing the 23 feature with accuracy: 0.7098
- Removing the 25 feature with accuracy: 0.7062
- Removing the 28 feature with accuracy: 0.7026
- Removing the 31 feature with accuracy: 0.711
- Removing the 32 feature with accuracy: 0.7048
- Removing the 33 feature with accuracy: 0.7088
- Removing the 34 feature with accuracy: 0.711
- Removing the 35 feature with accuracy: 0.7098
- Removing the 36 feature with accuracy: 0.7152
- Removing the 39 feature with accuracy: 0.7062
- Removing the 40 feature with accuracy: 0.7032
- Removing the 42 feature with accuracy: 0.7068
- Removing the 44 feature with accuracy: 0.7136
- Removing the 45 feature with accuracy: 0.7124
- Removing the 46 feature with accuracy: 0.7124
- Removing the 47 feature with accuracy: 0.7096
- Removing the 48 feature with accuracy: 0.7208
- Removing the 49 feature with accuracy: 0.7102

On level 17, removed feature 48 to current set. With current features: [1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 31, 32, 33, 34, 35, 36, 39, 40, 42, 44, 45, 46, 47, 49] and local maximum accuracy 0.7208

On the 18th level of the search tree
- Removing the 1 feature with accuracy: 0.7164
- Removing the 4 feature with accuracy: 0.7116
- Removing the 6 feature with accuracy: 0.7174
- Removing the 8 feature with accuracy: 0.717
- Removing the 9 feature with accuracy: 0.707
- Removing the 10 feature with accuracy: 0.7066
- Removing the 11 feature with accuracy: 0.717
- Removing the 12 feature with accuracy: 0.7092
- Removing the 13 feature with accuracy: 0.7092
- Removing the 14 feature with accuracy: 0.7108
- Removing the 15 feature with accuracy: 0.7132
- Removing the 16 feature with accuracy: 0.7154
- Removing the 17 feature with accuracy: 0.7092
- Removing the 18 feature with accuracy: 0.716
- Removing the 19 feature with accuracy: 0.717
- Removing the 23 feature with accuracy: 0.7148
- Removing the 25 feature with accuracy: 0.706
- Removing the 28 feature with accuracy: 0.7094
- Removing the 31 feature with accuracy: 0.7178
- Removing the 32 feature with accuracy: 0.711
- Removing the 33 feature with accuracy: 0.711
- Removing the 34 feature with accuracy: 0.7138
- Removing the 35 feature with accuracy: 0.7178
- Removing the 36 feature with accuracy: 0.7168
- Removing the 39 feature with accuracy: 0.708
- Removing the 40 feature with accuracy: 0.7068
- Removing the 42 feature with accuracy: 0.7126
- Removing the 44 feature with accuracy: 0.7168
- Removing the 45 feature with accuracy: 0.7202
- Removing the 46 feature with accuracy: 0.7118
- Removing the 47 feature with accuracy: 0.7134
- Removing the 49 feature with accuracy: 0.7146

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 18, removed feature 45 to current set. With current features: [1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 31, 32, 33, 34, 35, 36, 39, 40, 42, 44, 46, 47, 49] and local maximum accuracy 0.7202

On the 19th level of the search tree
- Removing the 1 feature with accuracy: 0.7122
- Removing the 4 feature with accuracy: 0.7102
- Removing the 6 feature with accuracy: 0.7146
- Removing the 8 feature with accuracy: 0.71
- Removing the 9 feature with accuracy: 0.7124
- Removing the 10 feature with accuracy: 0.711
- Removing the 11 feature with accuracy: 0.719
- Removing the 12 feature with accuracy: 0.7116
- Removing the 13 feature with accuracy: 0.7058
- Removing the 14 feature with accuracy: 0.7144
- Removing the 15 feature with accuracy: 0.7164
- Removing the 16 feature with accuracy: 0.7104
- Removing the 17 feature with accuracy: 0.7126
- Removing the 18 feature with accuracy: 0.7156
- Removing the 19 feature with accuracy: 0.7138
- Removing the 23 feature with accuracy: 0.715
- Removing the 25 feature with accuracy: 0.7182
- Removing the 28 feature with accuracy: 0.7072
- Removing the 31 feature with accuracy: 0.7152
- Removing the 32 feature with accuracy: 0.7156
- Removing the 33 feature with accuracy: 0.7164
- Removing the 34 feature with accuracy: 0.7118
- Removing the 35 feature with accuracy: 0.7194
- Removing the 36 feature with accuracy: 0.7188
- Removing the 39 feature with accuracy: 0.7074
- Removing the 40 feature with accuracy: 0.7124
- Removing the 42 feature with accuracy: 0.7168
- Removing the 44 feature with accuracy: 0.7132
- Removing the 46 feature with accuracy: 0.7138
- Removing the 47 feature with accuracy: 0.712
- Removing the 49 feature with accuracy: 0.7158

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 19, removed feature 35 to current set. With current features: [1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 31, 32, 33, 34, 36, 39, 40, 42, 44, 46, 47, 49] and local maximum accuracy 0.7194

On the 20th level of the search tree
- Removing the 1 feature with accuracy: 0.7194
- Removing the 4 feature with accuracy: 0.709
- Removing the 6 feature with accuracy: 0.7184
- Removing the 8 feature with accuracy: 0.7142
- Removing the 9 feature with accuracy: 0.7048
- Removing the 10 feature with accuracy: 0.7146
- Removing the 11 feature with accuracy: 0.7144
- Removing the 12 feature with accuracy: 0.715
- Removing the 13 feature with accuracy: 0.7098
- Removing the 14 feature with accuracy: 0.7154
- Removing the 15 feature with accuracy: 0.719
- Removing the 16 feature with accuracy: 0.7142
- Removing the 17 feature with accuracy: 0.7136
- Removing the 18 feature with accuracy: 0.7192
- Removing the 19 feature with accuracy: 0.7138
- Removing the 23 feature with accuracy: 0.7168
- Removing the 25 feature with accuracy: 0.7124
- Removing the 28 feature with accuracy: 0.7094
- Removing the 31 feature with accuracy: 0.7114
- Removing the 32 feature with accuracy: 0.7168
- Removing the 33 feature with accuracy: 0.7164
- Removing the 34 feature with accuracy: 0.7136
- Removing the 36 feature with accuracy: 0.7152
- Removing the 39 feature with accuracy: 0.7148
- Removing the 40 feature with accuracy: 0.7164
- Removing the 42 feature with accuracy: 0.7116
- Removing the 44 feature with accuracy: 0.7188
- Removing the 46 feature with accuracy: 0.717
- Removing the 47 feature with accuracy: 0.713
- Removing the 49 feature with accuracy: 0.719

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 20, removed feature 1 to current set. With current features: [4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 31, 32, 33, 34, 36, 39, 40, 42, 44, 46, 47, 49] and local maximum accuracy 0.7194

On the 21th level of the search tree
- Removing the 4 feature with accuracy: 0.7082
- Removing the 6 feature with accuracy: 0.723
- Removing the 8 feature with accuracy: 0.7176
- Removing the 9 feature with accuracy: 0.713
- Removing the 10 feature with accuracy: 0.7114
- Removing the 11 feature with accuracy: 0.7148
- Removing the 12 feature with accuracy: 0.7176
- Removing the 13 feature with accuracy: 0.7048
- Removing the 14 feature with accuracy: 0.7142
- Removing the 15 feature with accuracy: 0.721
- Removing the 16 feature with accuracy: 0.7148
- Removing the 17 feature with accuracy: 0.7116
- Removing the 18 feature with accuracy: 0.7172
- Removing the 19 feature with accuracy: 0.716
- Removing the 23 feature with accuracy: 0.7182
- Removing the 25 feature with accuracy: 0.7108
- Removing the 28 feature with accuracy: 0.713
- Removing the 31 feature with accuracy: 0.7136
- Removing the 32 feature with accuracy: 0.7134
- Removing the 33 feature with accuracy: 0.7144
- Removing the 34 feature with accuracy: 0.714
- Removing the 36 feature with accuracy: 0.7182
- Removing the 39 feature with accuracy: 0.718
- Removing the 40 feature with accuracy: 0.717
- Removing the 42 feature with accuracy: 0.715
- Removing the 44 feature with accuracy: 0.7166
- Removing the 46 feature with accuracy: 0.7162
- Removing the 47 feature with accuracy: 0.715
- Removing the 49 feature with accuracy: 0.7194

On level 21, removed feature 6 to current set. With current features: [4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 31, 32, 33, 34, 36, 39, 40, 42, 44, 46, 47, 49] and local maximum accuracy 0.723

On the 22th level of the search tree
- Removing the 4 feature with accuracy: 0.7184
- Removing the 8 feature with accuracy: 0.7218
- Removing the 9 feature with accuracy: 0.7092
- Removing the 10 feature with accuracy: 0.715
- Removing the 11 feature with accuracy: 0.7168
- Removing the 12 feature with accuracy: 0.7184
- Removing the 13 feature with accuracy: 0.7094
- Removing the 14 feature with accuracy: 0.7154
- Removing the 15 feature with accuracy: 0.7122
- Removing the 16 feature with accuracy: 0.7192
- Removing the 17 feature with accuracy: 0.7152
- Removing the 18 feature with accuracy: 0.7194
- Removing the 19 feature with accuracy: 0.714
- Removing the 23 feature with accuracy: 0.7192
- Removing the 25 feature with accuracy: 0.7178
- Removing the 28 feature with accuracy: 0.7138
- Removing the 31 feature with accuracy: 0.7236
- Removing the 32 feature with accuracy: 0.7144
- Removing the 33 feature with accuracy: 0.717
- Removing the 34 feature with accuracy: 0.7176
- Removing the 36 feature with accuracy: 0.72
- Removing the 39 feature with accuracy: 0.7182
- Removing the 40 feature with accuracy: 0.7164
- Removing the 42 feature with accuracy: 0.7188
- Removing the 44 feature with accuracy: 0.7214
- Removing the 46 feature with accuracy: 0.7172
- Removing the 47 feature with accuracy: 0.7192
- Removing the 49 feature with accuracy: 0.7198

On level 22, removed feature 31 to current set. With current features: [4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 32, 33, 34, 36, 39, 40, 42, 44, 46, 47, 49] and local maximum accuracy 0.7236

On the 23th level of the search tree
- Removing the 4 feature with accuracy: 0.7128
- Removing the 8 feature with accuracy: 0.7156
- Removing the 9 feature with accuracy: 0.705
- Removing the 10 feature with accuracy: 0.7188
- Removing the 11 feature with accuracy: 0.7174
- Removing the 12 feature with accuracy: 0.7186
- Removing the 13 feature with accuracy: 0.711
- Removing the 14 feature with accuracy: 0.7098
- Removing the 15 feature with accuracy: 0.7146
- Removing the 16 feature with accuracy: 0.714
- Removing the 17 feature with accuracy: 0.7166
- Removing the 18 feature with accuracy: 0.7194
- Removing the 19 feature with accuracy: 0.7134
- Removing the 23 feature with accuracy: 0.7218
- Removing the 25 feature with accuracy: 0.7198
- Removing the 28 feature with accuracy: 0.7184
- Removing the 32 feature with accuracy: 0.7148
- Removing the 33 feature with accuracy: 0.7178
- Removing the 34 feature with accuracy: 0.7136
- Removing the 36 feature with accuracy: 0.7228
- Removing the 39 feature with accuracy: 0.721
- Removing the 40 feature with accuracy: 0.7192
- Removing the 42 feature with accuracy: 0.7218
- Removing the 44 feature with accuracy: 0.7184
- Removing the 46 feature with accuracy: 0.713
- Removing the 47 feature with accuracy: 0.715
- Removing the 49 feature with accuracy: 0.7212

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 23, removed feature 36 to current set. With current features: [4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 32, 33, 34, 39, 40, 42, 44, 46, 47, 49] and local maximum accuracy 0.7228

On the 24th level of the search tree
- Removing the 4 feature with accuracy: 0.713
- Removing the 8 feature with accuracy: 0.7176
- Removing the 9 feature with accuracy: 0.7042
- Removing the 10 feature with accuracy: 0.7202
- Removing the 11 feature with accuracy: 0.7132
- Removing the 12 feature with accuracy: 0.716
- Removing the 13 feature with accuracy: 0.7112
- Removing the 14 feature with accuracy: 0.716
- Removing the 15 feature with accuracy: 0.7168
- Removing the 16 feature with accuracy: 0.715
- Removing the 17 feature with accuracy: 0.7094
- Removing the 18 feature with accuracy: 0.7208
- Removing the 19 feature with accuracy: 0.7134
- Removing the 23 feature with accuracy: 0.7202
- Removing the 25 feature with accuracy: 0.7164
- Removing the 28 feature with accuracy: 0.7176
- Removing the 32 feature with accuracy: 0.7118
- Removing the 33 feature with accuracy: 0.716
- Removing the 34 feature with accuracy: 0.7084
- Removing the 39 feature with accuracy: 0.721
- Removing the 40 feature with accuracy: 0.721
- Removing the 42 feature with accuracy: 0.719
- Removing the 44 feature with accuracy: 0.7208
- Removing the 46 feature with accuracy: 0.7126
- Removing the 47 feature with accuracy: 0.718
- Removing the 49 feature with accuracy: 0.7186

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 24, removed feature 39 to current set. With current features: [4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 32, 33, 34, 40, 42, 44, 46, 47, 49] and local maximum accuracy 0.721

On the 25th level of the search tree
- Removing the 4 feature with accuracy: 0.7146
- Removing the 8 feature with accuracy: 0.7194
- Removing the 9 feature with accuracy: 0.6992
- Removing the 10 feature with accuracy: 0.7188
- Removing the 11 feature with accuracy: 0.722
- Removing the 12 feature with accuracy: 0.718
- Removing the 13 feature with accuracy: 0.7158
- Removing the 14 feature with accuracy: 0.713
- Removing the 15 feature with accuracy: 0.7072
- Removing the 16 feature with accuracy: 0.7164
- Removing the 17 feature with accuracy: 0.718
- Removing the 18 feature with accuracy: 0.7206
- Removing the 19 feature with accuracy: 0.7148
- Removing the 23 feature with accuracy: 0.7114
- Removing the 25 feature with accuracy: 0.7206
- Removing the 28 feature with accuracy: 0.7122
- Removing the 32 feature with accuracy: 0.7188
- Removing the 33 feature with accuracy: 0.718
- Removing the 34 feature with accuracy: 0.7124
- Removing the 40 feature with accuracy: 0.7188
- Removing the 42 feature with accuracy: 0.7186
- Removing the 44 feature with accuracy: 0.7176
- Removing the 46 feature with accuracy: 0.7224
- Removing the 47 feature with accuracy: 0.719
- Removing the 49 feature with accuracy: 0.7178

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 25, removed feature 46 to current set. With current features: [4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 32, 33, 34, 40, 42, 44, 47, 49] and local maximum accuracy 0.7224

On the 26th level of the search tree
- Removing the 4 feature with accuracy: 0.7112
- Removing the 8 feature with accuracy: 0.712
- Removing the 9 feature with accuracy: 0.6998
- Removing the 10 feature with accuracy: 0.7184
- Removing the 11 feature with accuracy: 0.7144
- Removing the 12 feature with accuracy: 0.7166
- Removing the 13 feature with accuracy: 0.7142
- Removing the 14 feature with accuracy: 0.7164
- Removing the 15 feature with accuracy: 0.7136
- Removing the 16 feature with accuracy: 0.716
- Removing the 17 feature with accuracy: 0.7174
- Removing the 18 feature with accuracy: 0.719
- Removing the 19 feature with accuracy: 0.7144
- Removing the 23 feature with accuracy: 0.7142
- Removing the 25 feature with accuracy: 0.7202
- Removing the 28 feature with accuracy: 0.7176
- Removing the 32 feature with accuracy: 0.7146
- Removing the 33 feature with accuracy: 0.7182
- Removing the 34 feature with accuracy: 0.7104
- Removing the 40 feature with accuracy: 0.7182
- Removing the 42 feature with accuracy: 0.7132
- Removing the 44 feature with accuracy: 0.7138
- Removing the 47 feature with accuracy: 0.7202
- Removing the 49 feature with accuracy: 0.7226

**Warning, Accuracy has decreased! Continuing search in case of local maxima**

On level 26, removed feature 49 to current set. With current features: [4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 32, 33, 34, 40, 42, 44, 47] and local maximum accuracy 0.7226

On the 27th level of the search tree
- Removing the 4 feature with accuracy: 0.7076
- Removing the 8 feature with accuracy: 0.7216
- Removing the 9 feature with accuracy: 0.701
- Removing the 10 feature with accuracy: 0.7222
- Removing the 11 feature with accuracy: 0.7152
- Removing the 12 feature with accuracy: 0.7186
- Removing the 13 feature with accuracy: 0.7146
- Removing the 14 feature with accuracy: 0.723
- Removing the 15 feature with accuracy: 0.7156
- Removing the 16 feature with accuracy: 0.722
- Removing the 17 feature with accuracy: 0.7182
- Removing the 18 feature with accuracy: 0.7182
- Removing the 19 feature with accuracy: 0.7186
- Removing the 23 feature with accuracy: 0.717
- Removing the 25 feature with accuracy: 0.7164
- Removing the 28 feature with accuracy: 0.7194
- Removing the 32 feature with accuracy: 0.7174
- Removing the 33 feature with accuracy: 0.7168
- Removing the 34 feature with accuracy: 0.7158
- Removing the 40 feature with accuracy: 0.7174
- Removing the 42 feature with accuracy: 0.7154
- Removing the 44 feature with accuracy: 0.7266
- Removing the 47 feature with accuracy: 0.715

On level 27, removed feature 44 to current set. With current features: [4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 32, 33, 34, 40, 42, 47] and local maximum accuracy 0.7266

On the 28th level of the search tree
- Removing the 4 feature with accuracy: 0.7166
- Removing the 8 feature with accuracy: 0.7158
- Removing the 9 feature with accuracy: 0.702
- Removing the 10 feature with accuracy: 0.7286
- Removing the 11 feature with accuracy: 0.7138
- Removing the 12 feature with accuracy: 0.7178
- Removing the 13 feature with accuracy: 0.7194
- Removing the 14 feature with accuracy: 0.719
- Removing the 15 feature with accuracy: 0.7168
- Removing the 16 feature with accuracy: 0.7202
- Removing the 17 feature with accuracy: 0.7176
- Removing the 18 feature with accuracy: 0.7208
- Removing the 19 feature with accuracy: 0.7222
- Removing the 23 feature with accuracy: 0.7212
- Removing the 25 feature with accuracy: 0.7202
- Removing the 28 feature with accuracy: 0.7208
- Removing the 32 feature with accuracy: 0.718
- Removing the 33 feature with accuracy: 0.7208
- Removing the 34 feature with accuracy: 0.7206
- Removing the 40 feature with accuracy: 0.718
- Removing the 42 feature with accuracy: 0.7214
- Removing the 47 feature with accuracy: 0.7198

On level 28, removed feature 10 to current set. With current features: [4, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 28, 32, 33, 34, 40, 42, 47] and local maximum accuracy 0.7286

On the 29th level of the search tree
- Removing the 4 feature with accuracy: 0.7162
- Removing the 8 feature with accuracy: 0.7156
- Removing the 9 feature with accuracy: 0.7094
- Removing the 11 feature with accuracy: 0.7202
- Removing the 12 feature with accuracy: 0.7184
- Removing the 13 feature with accuracy: 0.7172
- Removing the 14 feature with accuracy: 0.7186
- Removing the 15 feature with accuracy: 0.72
- Removing the 16 feature with accuracy: 0.7148
- Removing the 17 feature with accuracy: 0.7214
- Removing the 18 feature with accuracy: 0.7216
- Removing the 19 feature with accuracy: 0.7284
- Removing the 23 feature with accuracy: 0.7226
- Removing the 25 feature with accuracy: 0.7268
- Removing the 28 feature with accuracy: 0.7244
- Removing the 32 feature with accuracy: 0.7258
- Removing the 33 feature with accuracy: 0.7168
- Removing the 34 feature with accuracy: 0.7272
- Removing the 40 feature with accuracy: 0.718
- Removing the 42 feature with accuracy: 0.7286
- Removing the 47 feature with accuracy: 0.7232

